DayOfWeek,TimeOfDay,Season,CustomerZipCode,StoreZipCode,OrderedQty,ItemID,ShippingOption,HasDiscount,IsPeakSeason,IsWeekend,Distance,Inventory,FulfillmentSuccess
Tue,Afternoon,Summer,97086,70753,14,Item3,Standard,FALSE,FALSE,TRUE,1937.236889,64,1
Thu,Morning,Winter,43439,32461,43,Item1,Standard,TRUE,TRUE,FALSE,791.6321731,64,0
Thu,Evening,Summer,70519,49837,26,Item1,Expedited,FALSE,FALSE,FALSE,1120.615469,98,1
Sat,Night,Winter,48221,27606,26,Item3,Overnight,FALSE,TRUE,FALSE,519.0264362,64,0
Thu,Afternoon,Summer,8090,90043,14,Item1,Overnight,TRUE,TRUE,TRUE,2394.729919,74,0
Tue,Evening,Fall,64734,54102,7,Item3,Expedited,TRUE,FALSE,TRUE,580.3064778,78,0
Tue,Night,Summer,76909,16651,33,Item2,Standard,FALSE,TRUE,TRUE,1386.743925,24,1
Fri,Morning,Spring,60928,88119,26,Item3,Standard,TRUE,TRUE,FALSE,1005.699593,51,1
Sun,Night,Summer,47515,87322,45,Item1,Expedited,FALSE,FALSE,FALSE,1224.806686,25,0
Sun,Evening,Summer,55025,32836,20,Item1,Overnight,FALSE,FALSE,FALSE,1322.440203,45,1
Fri,Evening,Fall,77099,17067,3,Item3,Overnight,FALSE,TRUE,TRUE,1312.321281,56,1
Mon,Morning,Spring,4002,34947,4,Item3,Overnight,TRUE,TRUE,TRUE,1232.761025,32,0
Sun,Morning,Fall,60101,13810,26,Item3,Overnight,TRUE,FALSE,TRUE,660.0639205,88,0
Tue,Afternoon,Winter,31087,55113,11,Item3,Standard,TRUE,FALSE,TRUE,974.5539705,44,0
Tue,Morning,Winter,36066,54485,2,Item4,Overnight,TRUE,TRUE,TRUE,903.8704791,32,0
Sun,Afternoon,Spring,83631,68309,14,Item4,Expedited,FALSE,TRUE,FALSE,1018.069398,39,1
Tue,Evening,Winter,70655,4481,44,Item2,Overnight,TRUE,FALSE,TRUE,1623.273087,91,0
Fri,Evening,Spring,96826,63942,30,Item4,Standard,TRUE,FALSE,FALSE,4088.906772,79,0
Sat,Night,Summer,66835,33029,49,Item1,Overnight,TRUE,FALSE,FALSE,1264.024199,92,0
Sat,Night,Winter,64147,74063,12,Item4,Overnight,FALSE,TRUE,FALSE,207.1652146,40,1
Thu,Afternoon,Summer,13141,4254,26,Item4,Expedited,FALSE,TRUE,FALSE,323.2263313,80,1
Sat,Morning,Fall,25024,33890,44,Item1,Overnight,FALSE,TRUE,TRUE,738.9044842,98,0
Wed,Morning,Winter,19316,55977,33,Item4,Overnight,TRUE,TRUE,TRUE,896.4653382,45,0
Fri,Night,Fall,84329,54161,13,Item3,Expedited,FALSE,TRUE,FALSE,1283.875849,73,0
Tue,Evening,Fall,42087,1056,14,Item4,Expedited,FALSE,TRUE,FALSE,949.2961339,61,1
Sun,Afternoon,Spring,28124,80135,24,Item4,Expedited,TRUE,FALSE,FALSE,1379.180019,30,0
Sat,Evening,Fall,80651,76177,34,Item4,Expedited,FALSE,FALSE,FALSE,651.3413339,56,0
Fri,Evening,Spring,14627,38962,44,Item3,Standard,FALSE,TRUE,TRUE,930.1583287,30,0
Sat,Morning,Spring,28310,39753,26,Item3,Overnight,FALSE,TRUE,TRUE,557.7197063,46,0
Mon,Afternoon,Spring,62821,44065,21,Item2,Overnight,FALSE,FALSE,TRUE,433.9221962,53,1
Tue,Evening,Spring,70526,91773,28,Item2,Standard,TRUE,FALSE,TRUE,1506.507315,57,0
Mon,Night,Spring,26447,61376,48,Item3,Expedited,TRUE,FALSE,FALSE,513.8373705,80,1
Tue,Night,Summer,13606,66045,36,Item1,Overnight,FALSE,TRUE,TRUE,1049.8332,72,0
Fri,Morning,Spring,89107,11764,40,Item2,Expedited,TRUE,TRUE,FALSE,2281.655642,84,0
Thu,Night,Winter,12776,40208,2,Item4,Expedited,FALSE,TRUE,FALSE,627.4162753,22,1
Sat,Night,Spring,55905,57248,42,Item4,Standard,TRUE,FALSE,TRUE,233.3627697,86,1
Sat,Evening,Summer,36574,16153,9,Item4,Standard,FALSE,FALSE,TRUE,852.2885129,47,0
Wed,Night,Winter,58222,23004,23,Item1,Expedited,FALSE,FALSE,FALSE,1224.064378,33,1
Sun,Night,Winter,57745,3087,15,Item2,Overnight,TRUE,TRUE,TRUE,1621.029499,71,1
Mon,Evening,Summer,81235,37360,13,Item3,Expedited,FALSE,FALSE,FALSE,1176.965589,49,0
Sat,Morning,Winter,5832,12515,23,Item3,Overnight,TRUE,TRUE,TRUE,228.668668,77,1
Fri,Morning,Summer,76885,16024,17,Item1,Expedited,TRUE,TRUE,FALSE,1250.68072,73,0
Thu,Afternoon,Fall,70342,32666,48,Item3,Expedited,FALSE,TRUE,TRUE,554.3497358,88,1
Sun,Night,Fall,83218,36769,2,Item1,Overnight,TRUE,FALSE,TRUE,1547.502244,34,0
Fri,Evening,Spring,39772,7410,20,Item3,Standard,TRUE,TRUE,FALSE,985.8181729,57,1
Mon,Afternoon,Spring,57566,19716,20,Item3,Standard,FALSE,TRUE,TRUE,1329.854551,97,0
Wed,Morning,Spring,90292,46202,46,Item1,Expedited,FALSE,TRUE,FALSE,1817.077382,33,0
Sat,Morning,Spring,64742,61874,3,Item3,Overnight,TRUE,TRUE,FALSE,352.3459145,76,1
Fri,Evening,Summer,35661,37059,12,Item2,Standard,FALSE,FALSE,TRUE,125.0898664,78,1
Sun,Afternoon,Fall,96134,48120,40,Item3,Overnight,TRUE,TRUE,TRUE,1943.378332,27,0
Tue,Afternoon,Summer,76036,16882,2,Item4,Standard,FALSE,TRUE,FALSE,1246.820108,91,0
Thu,Evening,Winter,39173,30008,36,Item1,Overnight,FALSE,TRUE,TRUE,348.6355671,38,1
Sun,Evening,Winter,55748,76825,14,Item3,Expedited,FALSE,FALSE,FALSE,1140.066737,51,0
Fri,Afternoon,Winter,82240,49718,16,Item2,Overnight,FALSE,FALSE,FALSE,989.1787199,48,0
Thu,Morning,Winter,32060,44705,19,Item3,Expedited,TRUE,TRUE,TRUE,735.2792314,60,1
Sat,Night,Winter,47235,87551,34,Item3,Standard,FALSE,FALSE,FALSE,1128.099248,94,1
Tue,Morning,Fall,24067,59728,44,Item4,Overnight,FALSE,TRUE,TRUE,1773.850151,64,0
Wed,Evening,Summer,25143,11370,46,Item2,Standard,FALSE,FALSE,FALSE,452.263325,32,1
Sun,Afternoon,Winter,41621,78022,6,Item3,Standard,TRUE,FALSE,TRUE,1102.121319,46,0
Wed,Afternoon,Spring,10962,35981,13,Item3,Expedited,FALSE,FALSE,TRUE,770.8628857,38,0
Tue,Night,Fall,35824,60613,36,Item4,Overnight,TRUE,TRUE,TRUE,507.1724275,45,1
Thu,Afternoon,Spring,94063,68352,22,Item1,Expedited,FALSE,FALSE,TRUE,1352.139084,72,1
Sat,Night,Fall,2630,5487,18,Item1,Overnight,TRUE,FALSE,TRUE,222.0150716,70,1
Fri,Morning,Fall,94306,1002,12,Item1,Standard,TRUE,TRUE,TRUE,2615.562543,56,1
Tue,Morning,Spring,43107,15532,30,Item4,Standard,TRUE,TRUE,FALSE,177.8990733,28,0
Mon,Afternoon,Spring,85208,75093,40,Item1,Overnight,TRUE,FALSE,TRUE,855.8310607,71,0
Thu,Afternoon,Winter,31041,33635,7,Item2,Standard,TRUE,FALSE,TRUE,314.6381852,73,1
Wed,Evening,Spring,65066,16346,32,Item1,Standard,TRUE,FALSE,TRUE,659.6843856,22,0
Sun,Evening,Summer,61565,78357,48,Item1,Expedited,FALSE,FALSE,FALSE,1039.544283,88,0
Tue,Afternoon,Fall,84770,63662,19,Item3,Standard,FALSE,FALSE,FALSE,1291.13103,27,0
Wed,Afternoon,Fall,2915,19936,6,Item2,Standard,TRUE,TRUE,TRUE,283.9726962,33,1
Thu,Morning,Winter,17047,78070,20,Item4,Standard,FALSE,FALSE,FALSE,1383.330657,22,1
Wed,Afternoon,Fall,29437,87734,27,Item2,Overnight,TRUE,TRUE,FALSE,1412.881329,43,0
Tue,Evening,Spring,27505,10509,43,Item1,Standard,TRUE,FALSE,TRUE,506.8217249,32,0
Thu,Morning,Fall,54737,45202,37,Item3,Expedited,FALSE,FALSE,TRUE,545.0820247,62,1
Mon,Night,Fall,51532,64750,48,Item4,Expedited,TRUE,FALSE,FALSE,227.4859657,48,0
Tue,Evening,Spring,59436,23315,7,Item2,Expedited,FALSE,TRUE,TRUE,1932.841319,91,1
Fri,Evening,Spring,13309,97753,5,Item2,Expedited,FALSE,TRUE,TRUE,2244.273708,70,0
Sat,Morning,Fall,85087,14731,11,Item1,Standard,FALSE,FALSE,TRUE,1895.378868,61,0
Tue,Night,Summer,5840,45346,15,Item1,Expedited,TRUE,FALSE,TRUE,734.8207763,50,1
Thu,Evening,Spring,3307,39209,3,Item4,Overnight,TRUE,TRUE,TRUE,1270.247704,82,1
Sun,Afternoon,Summer,78069,26030,5,Item1,Overnight,FALSE,TRUE,FALSE,1270.944455,45,0
Sat,Evening,Summer,78701,59022,23,Item3,Standard,TRUE,TRUE,TRUE,1175.199553,37,0
Tue,Morning,Winter,35574,1760,37,Item4,Overnight,FALSE,FALSE,FALSE,1083.366475,76,1
Mon,Morning,Summer,48876,43403,9,Item1,Overnight,FALSE,TRUE,FALSE,104.2518186,26,1
Sun,Morning,Winter,62893,18441,15,Item4,Standard,TRUE,FALSE,TRUE,740.9195734,67,1
Mon,Evening,Summer,64834,19030,3,Item2,Standard,TRUE,TRUE,FALSE,1081.230929,99,0
Fri,Night,Winter,34668,84150,29,Item4,Expedited,FALSE,TRUE,FALSE,1857.683287,79,0
Sun,Afternoon,Spring,76021,57649,6,Item2,Expedited,FALSE,TRUE,TRUE,924.2771871,52,0
Wed,Morning,Fall,29018,78860,17,Item4,Standard,TRUE,FALSE,TRUE,1208.197789,22,0
Sun,Night,Fall,77660,68417,26,Item1,Overnight,FALSE,TRUE,TRUE,705.5557114,23,0
Sat,Afternoon,Winter,64012,64463,21,Item2,Standard,TRUE,FALSE,FALSE,88.18396722,23,0
Sun,Morning,Spring,76476,44689,8,Item4,Expedited,FALSE,FALSE,TRUE,1065.452704,61,0
Thu,Afternoon,Winter,35210,34705,21,Item3,Standard,FALSE,FALSE,FALSE,444.7062336,28,0
Thu,Afternoon,Winter,26346,2919,11,Item1,Standard,FALSE,FALSE,FALSE,529.9386456,70,0
Wed,Night,Spring,54217,12866,38,Item4,Overnight,FALSE,TRUE,FALSE,702.9004036,36,0
Sun,Afternoon,Summer,13304,85706,8,Item4,Standard,FALSE,TRUE,FALSE,2079.989468,36,1
Mon,Morning,Summer,35577,6268,42,Item2,Expedited,FALSE,TRUE,TRUE,988.5405592,39,0
Mon,Night,Spring,30533,41778,24,Item2,Standard,FALSE,TRUE,TRUE,189.9152815,33,0
Tue,Evening,Winter,25951,37027,35,Item1,Overnight,TRUE,FALSE,TRUE,346.0996206,41,0
Fri,Evening,Fall,97212,7677,14,Item2,Standard,FALSE,FALSE,TRUE,2424.108608,71,1
Sat,Night,Winter,33040,79256,14,Item4,Overnight,TRUE,FALSE,TRUE,1312.751157,46,0
Fri,Evening,Summer,13290,7078,10,Item4,Standard,FALSE,FALSE,TRUE,186.70826,62,1
Sun,Afternoon,Spring,94599,71748,12,Item2,Overnight,FALSE,FALSE,FALSE,1690.156382,22,0
Fri,Morning,Spring,98178,70803,38,Item1,Standard,FALSE,FALSE,FALSE,2021.388983,27,1
Tue,Afternoon,Spring,6409,72532,44,Item3,Standard,FALSE,FALSE,TRUE,1091.881474,29,1
Fri,Night,Summer,41778,71671,46,Item4,Standard,TRUE,TRUE,TRUE,554.3562324,48,0
Wed,Morning,Winter,81631,37046,34,Item4,Standard,TRUE,FALSE,TRUE,1124.755372,59,0
Tue,Night,Spring,7940,5905,41,Item2,Standard,FALSE,TRUE,FALSE,305.7995868,84,1
Wed,Night,Fall,72581,79733,10,Item3,Expedited,TRUE,FALSE,FALSE,588.5297796,40,0
Sun,Night,Spring,85354,77505,17,Item4,Expedited,TRUE,FALSE,FALSE,1084.761869,43,1
Tue,Afternoon,Winter,24862,45042,17,Item3,Standard,TRUE,FALSE,TRUE,196.1872792,92,1
Sun,Morning,Summer,15330,61015,3,Item3,Overnight,FALSE,FALSE,TRUE,489.7971314,79,1
Sun,Morning,Fall,87562,14464,31,Item4,Overnight,FALSE,TRUE,FALSE,1568.500058,45,0
Fri,Morning,Fall,28759,64063,1,Item3,Expedited,TRUE,TRUE,TRUE,691.3658659,28,0
Wed,Afternoon,Spring,95685,92563,12,Item3,Expedited,FALSE,TRUE,TRUE,390.7353835,39,1
Sun,Evening,Winter,4611,92543,39,Item2,Expedited,FALSE,FALSE,FALSE,2705.076105,75,1
Wed,Afternoon,Spring,95118,58275,4,Item2,Overnight,FALSE,TRUE,TRUE,1444.012178,55,0
Wed,Afternoon,Fall,20684,34235,42,Item3,Expedited,TRUE,TRUE,FALSE,822.7208424,55,0
Tue,Night,Spring,53021,98823,13,Item1,Expedited,TRUE,FALSE,FALSE,1544.975559,92,0
Thu,Morning,Winter,77983,22567,34,Item3,Expedited,TRUE,TRUE,FALSE,1271.840391,41,0
Fri,Morning,Summer,55439,37128,42,Item4,Standard,FALSE,FALSE,TRUE,723.3223624,20,0
Sun,Evening,Fall,37013,88116,21,Item1,Standard,FALSE,TRUE,FALSE,982.4881025,88,0
Wed,Evening,Winter,12531,63673,22,Item2,Expedited,FALSE,TRUE,TRUE,902.3747616,92,0
Sat,Night,Spring,57269,56216,4,Item1,Overnight,FALSE,FALSE,TRUE,87.37264646,56,1
Thu,Morning,Fall,24381,10535,18,Item2,Standard,FALSE,TRUE,TRUE,493.5697494,91,1
Sun,Evening,Spring,11428,96104,5,Item1,Expedited,FALSE,FALSE,TRUE,2384.406227,32,0
Sat,Evening,Spring,61485,77077,19,Item3,Standard,FALSE,TRUE,TRUE,837.4585624,62,0
Fri,Morning,Summer,30028,61079,2,Item2,Overnight,FALSE,TRUE,FALSE,625.294999,56,0
Fri,Afternoon,Spring,65349,51008,12,Item4,Expedited,TRUE,FALSE,TRUE,298.5688409,93,1
Wed,Evening,Spring,31333,30641,17,Item1,Expedited,TRUE,TRUE,FALSE,178.6574095,44,1
Wed,Morning,Winter,25704,61360,10,Item3,Standard,FALSE,FALSE,TRUE,383.2415636,40,1
Sun,Evening,Spring,43933,95934,34,Item1,Expedited,FALSE,FALSE,TRUE,2099.060219,60,1
Tue,Night,Summer,16145,32356,6,Item1,Standard,FALSE,TRUE,FALSE,817.6259192,92,0
Thu,Evening,Spring,8753,62018,8,Item4,Overnight,FALSE,FALSE,TRUE,851.7313207,61,0
Sun,Morning,Spring,55736,99508,11,Item1,Standard,FALSE,TRUE,FALSE,2409.525404,61,1
Thu,Evening,Spring,3070,97756,12,Item4,Expedited,TRUE,TRUE,TRUE,2437.702189,21,0
Wed,Night,Fall,49505,27874,9,Item2,Overnight,TRUE,FALSE,FALSE,644.8942499,87,0
Fri,Night,Summer,27260,85349,2,Item4,Overnight,TRUE,FALSE,FALSE,1985.715884,27,0
Wed,Evening,Fall,32669,93424,8,Item4,Overnight,FALSE,FALSE,TRUE,2244.495307,80,1
Fri,Evening,Summer,4240,40351,11,Item2,Standard,FALSE,TRUE,FALSE,798.4703546,33,0
Sun,Night,Summer,17010,61114,36,Item4,Overnight,FALSE,TRUE,TRUE,658.0194553,96,0
Fri,Night,Winter,27519,54650,10,Item3,Expedited,FALSE,FALSE,FALSE,858.8272341,40,1
Wed,Afternoon,Fall,36901,72526,21,Item1,Overnight,FALSE,TRUE,FALSE,315.6624902,43,1
Mon,Afternoon,Summer,95538,57052,20,Item4,Overnight,TRUE,FALSE,TRUE,1342.609657,69,1
Thu,Night,Summer,60183,37419,48,Item1,Standard,FALSE,FALSE,FALSE,502.984802,64,1
Sat,Evening,Winter,10007,24898,8,Item4,Standard,TRUE,TRUE,TRUE,458.849343,83,1
Fri,Morning,Fall,30520,56021,36,Item2,Expedited,FALSE,TRUE,TRUE,909.9725614,83,1
Fri,Evening,Spring,29801,53546,29,Item2,Expedited,TRUE,FALSE,TRUE,738.8232978,45,1
Mon,Evening,Winter,46733,25557,42,Item1,Standard,TRUE,TRUE,TRUE,239.718939,51,1
Sun,Afternoon,Summer,18062,42649,12,Item1,Overnight,FALSE,TRUE,FALSE,546.8002203,76,0
Sun,Afternoon,Fall,3268,1532,14,Item1,Standard,TRUE,TRUE,FALSE,73.5354787,72,1
Sun,Afternoon,Summer,54861,97711,48,Item2,Standard,FALSE,FALSE,FALSE,1444.246873,52,0
Sat,Night,Winter,2717,61467,21,Item1,Standard,TRUE,FALSE,FALSE,996.35614,71,1
Tue,Night,Winter,95646,95822,22,Item4,Expedited,TRUE,FALSE,TRUE,80.21855054,37,0
Mon,Evening,Fall,84076,1106,21,Item4,Expedited,FALSE,TRUE,FALSE,1922.527121,54,0
Sat,Evening,Winter,94904,20903,44,Item1,Expedited,TRUE,TRUE,FALSE,2437.910146,31,0
Mon,Morning,Winter,42337,24016,30,Item2,Expedited,TRUE,FALSE,FALSE,387.1296897,70,1
Fri,Evening,Spring,38460,77861,39,Item4,Overnight,TRUE,TRUE,TRUE,599.4623827,29,0
Thu,Evening,Summer,56176,14827,20,Item2,Expedited,TRUE,TRUE,FALSE,893.4088332,71,0
Mon,Afternoon,Spring,23846,95357,24,Item2,Expedited,FALSE,FALSE,FALSE,2394.778612,53,0
Tue,Afternoon,Spring,65707,10312,23,Item2,Overnight,FALSE,TRUE,FALSE,1078.951692,86,0
Wed,Afternoon,Fall,74456,77417,7,Item1,Overnight,TRUE,TRUE,TRUE,431.1565565,58,1
Sat,Afternoon,Winter,91201,84039,9,Item2,Standard,FALSE,TRUE,FALSE,635.4930342,27,0
Mon,Afternoon,Summer,13435,56529,1,Item2,Overnight,FALSE,FALSE,FALSE,1075.206924,48,1
Mon,Morning,Summer,23891,26554,26,Item1,Overnight,FALSE,FALSE,FALSE,229.6759163,41,0
Tue,Morning,Summer,51553,61476,38,Item3,Expedited,FALSE,FALSE,TRUE,245.6715997,89,1
Thu,Morning,Winter,32903,685,38,Item4,Expedited,FALSE,TRUE,TRUE,1094.441703,80,0
Mon,Afternoon,Summer,92341,31503,44,Item1,Expedited,TRUE,TRUE,TRUE,2015.389127,62,1
Mon,Night,Summer,25951,28120,22,Item4,Expedited,FALSE,TRUE,TRUE,160.5741474,68,1
Thu,Afternoon,Winter,73106,54457,44,Item1,Overnight,TRUE,TRUE,TRUE,726.452245,48,0
Tue,Afternoon,Fall,42039,43521,10,Item1,Expedited,TRUE,TRUE,TRUE,414.8122383,50,1
Sat,Morning,Summer,24280,67492,6,Item1,Expedited,TRUE,TRUE,TRUE,827.6563696,72,1
Sat,Afternoon,Winter,79102,96031,17,Item4,Standard,FALSE,TRUE,FALSE,1225.198493,53,0
Mon,Morning,Spring,28453,64146,38,Item1,Overnight,FALSE,TRUE,TRUE,950.8842955,57,1
Thu,Afternoon,Winter,84309,46118,24,Item1,Overnight,TRUE,TRUE,FALSE,1341.635669,76,0
Mon,Evening,Spring,63732,17566,10,Item1,Overnight,TRUE,TRUE,TRUE,740.1554951,23,1
Sun,Night,Winter,25865,12302,8,Item4,Standard,TRUE,TRUE,TRUE,525.9564854,21,0
Wed,Night,Summer,62817,34481,21,Item3,Overnight,TRUE,TRUE,FALSE,705.4278306,31,0
Sat,Morning,Fall,78642,87543,6,Item1,Overnight,TRUE,TRUE,TRUE,580.4625083,54,0
Sun,Evening,Fall,84072,47974,21,Item1,Expedited,FALSE,FALSE,TRUE,1217.98566,89,1
Fri,Night,Summer,29666,62234,39,Item1,Overnight,FALSE,FALSE,TRUE,543.9242469,91,0
Wed,Morning,Spring,72353,44824,24,Item1,Expedited,TRUE,FALSE,TRUE,661.0687999,40,0
Mon,Afternoon,Winter,81430,25088,33,Item1,Standard,FALSE,FALSE,FALSE,1451.271183,80,1
Tue,Afternoon,Summer,62626,32726,18,Item3,Expedited,TRUE,TRUE,TRUE,858.6259354,54,0
Sat,Evening,Winter,29437,82901,28,Item2,Standard,TRUE,FALSE,TRUE,1662.441593,67,0
Fri,Night,Summer,84007,2743,32,Item2,Standard,FALSE,FALSE,FALSE,2032.21722,34,0
Wed,Afternoon,Summer,48015,53080,12,Item1,Standard,FALSE,FALSE,FALSE,258.7066578,90,1
Sat,Morning,Winter,15144,60033,48,Item4,Expedited,FALSE,TRUE,TRUE,474.3629032,34,0
Thu,Afternoon,Fall,95935,69001,42,Item3,Standard,TRUE,FALSE,TRUE,1088.527819,25,1
Tue,Afternoon,Fall,68071,78070,27,Item3,Expedited,FALSE,TRUE,TRUE,858.9672943,87,0
Wed,Night,Spring,60408,97113,10,Item3,Expedited,FALSE,FALSE,FALSE,1757.738153,41,1
Thu,Night,Winter,19041,44128,46,Item2,Expedited,TRUE,TRUE,FALSE,340.2011754,51,0
Sun,Morning,Spring,77445,85756,42,Item4,Standard,FALSE,FALSE,FALSE,887.5257106,41,0
Mon,Evening,Summer,44050,18851,32,Item2,Expedited,TRUE,TRUE,FALSE,310.8962643,46,0
Thu,Evening,Spring,99824,64067,42,Item3,Expedited,TRUE,FALSE,TRUE,2218.305817,34,0
Wed,Afternoon,Summer,89705,15229,26,Item2,Standard,TRUE,TRUE,FALSE,2095.300352,63,0
Wed,Morning,Winter,29640,44274,25,Item2,Expedited,FALSE,FALSE,FALSE,431.4074121,28,1
Sun,Evening,Winter,61814,6890,11,Item1,Standard,TRUE,FALSE,TRUE,749.4686318,53,1
Mon,Evening,Winter,58033,3785,23,Item1,Standard,TRUE,FALSE,TRUE,1271.194736,92,0
Thu,Afternoon,Winter,65664,62565,34,Item1,Standard,TRUE,TRUE,TRUE,302.3628443,34,0
Thu,Morning,Spring,49341,51561,40,Item3,Expedited,FALSE,TRUE,FALSE,548.301881,81,0
Mon,Evening,Summer,8031,23915,23,Item1,Expedited,FALSE,TRUE,TRUE,278.3961934,64,1
Thu,Night,Fall,72128,84521,29,Item3,Overnight,TRUE,TRUE,TRUE,1060.389046,91,0
Sat,Night,Winter,89044,38966,31,Item1,Overnight,TRUE,FALSE,FALSE,1403.499785,77,1
Mon,Afternoon,Winter,17246,5351,7,Item3,Overnight,FALSE,TRUE,FALSE,323.2552215,38,1
Tue,Afternoon,Summer,70373,19442,40,Item2,Standard,TRUE,FALSE,FALSE,1103.91398,35,1
Wed,Afternoon,Fall,99677,75237,33,Item4,Overnight,TRUE,TRUE,TRUE,2942.558149,94,0
Tue,Afternoon,Winter,75750,8070,21,Item3,Expedited,FALSE,FALSE,TRUE,1202.106465,27,0
Sat,Evening,Fall,71658,36528,2,Item2,Standard,FALSE,TRUE,FALSE,292.2700802,52,1
Sun,Morning,Winter,94501,33073,18,Item1,Standard,TRUE,TRUE,TRUE,2563.898718,93,1
Sat,Afternoon,Spring,49649,2494,47,Item2,Expedited,TRUE,TRUE,TRUE,732.5820534,37,0
Fri,Afternoon,Spring,52402,57031,33,Item2,Overnight,TRUE,FALSE,FALSE,287.5346978,54,0
Fri,Evening,Fall,36723,26270,37,Item4,Overnight,TRUE,FALSE,TRUE,635.1827297,62,0
Fri,Afternoon,Summer,50060,15301,34,Item1,Expedited,TRUE,FALSE,TRUE,686.9939239,69,0
Mon,Afternoon,Summer,78626,80210,20,Item3,Expedited,TRUE,FALSE,FALSE,747.5965081,22,0
Thu,Morning,Spring,66953,1504,35,Item3,Overnight,FALSE,TRUE,TRUE,1341.049792,78,0
Sat,Night,Summer,89317,48731,18,Item3,Expedited,TRUE,FALSE,FALSE,1678.63561,47,1
Tue,Afternoon,Summer,28611,24460,46,Item1,Overnight,TRUE,FALSE,TRUE,180.5801146,65,0
Sun,Evening,Summer,49065,8827,24,Item3,Expedited,FALSE,TRUE,TRUE,571.3869821,83,0
Tue,Morning,Fall,67432,58421,8,Item4,Overnight,FALSE,TRUE,TRUE,567.5190377,89,0
Tue,Evening,Fall,78258,15692,30,Item2,Expedited,TRUE,FALSE,TRUE,1290.957595,66,0
Tue,Morning,Summer,13327,44231,44,Item1,Standard,TRUE,FALSE,TRUE,346.2632313,33,0
Sun,Morning,Spring,36111,46234,10,Item3,Standard,FALSE,TRUE,TRUE,515.9992896,26,0
Fri,Afternoon,Summer,56629,86506,23,Item2,Standard,TRUE,TRUE,FALSE,1191.423649,93,0
Tue,Afternoon,Winter,49619,56521,49,Item2,Expedited,FALSE,FALSE,TRUE,512.7387425,98,1
Sun,Afternoon,Spring,75204,58041,11,Item4,Overnight,TRUE,FALSE,TRUE,914.5672837,50,1
Sun,Night,Fall,81148,98629,2,Item3,Overnight,FALSE,FALSE,FALSE,1045.668189,70,0
Thu,Night,Winter,73145,7735,26,Item1,Overnight,FALSE,TRUE,FALSE,1306.36151,48,0
Sun,Evening,Summer,53959,92120,36,Item2,Standard,FALSE,TRUE,TRUE,1636.038191,34,1
Fri,Afternoon,Summer,59486,21012,33,Item4,Standard,TRUE,FALSE,FALSE,1881.387929,95,0
Tue,Night,Spring,75040,38240,47,Item2,Overnight,FALSE,TRUE,FALSE,473.9226739,44,1
Sun,Afternoon,Spring,92223,22193,13,Item4,Expedited,TRUE,TRUE,FALSE,2212.12166,80,1
Mon,Night,Summer,18347,14724,40,Item4,Expedited,TRUE,FALSE,FALSE,222.2887063,60,0
Sun,Night,Summer,6058,78659,25,Item2,Overnight,FALSE,TRUE,FALSE,1554.759291,88,0
Wed,Morning,Spring,5158,85328,4,Item2,Overnight,TRUE,TRUE,FALSE,2360.796241,23,1
Wed,Afternoon,Winter,54014,13743,42,Item3,Expedited,FALSE,FALSE,TRUE,829.4668935,76,1
Wed,Afternoon,Fall,62282,73056,19,Item1,Overnight,FALSE,FALSE,FALSE,459.808165,50,1
Sun,Night,Spring,58830,99788,18,Item4,Expedited,FALSE,FALSE,TRUE,1885.399924,22,0
Fri,Afternoon,Winter,89405,61323,37,Item4,Expedited,FALSE,TRUE,TRUE,1562.017092,86,1
Tue,Night,Summer,23068,90020,30,Item2,Standard,TRUE,TRUE,FALSE,2343.536955,69,0
Sat,Afternoon,Fall,67028,24601,19,Item2,Standard,TRUE,TRUE,TRUE,950.0169931,36,0
Sat,Morning,Winter,1451,7701,23,Item2,Standard,TRUE,FALSE,TRUE,196.4185302,79,1
Sat,Afternoon,Fall,58710,99608,16,Item1,Overnight,FALSE,FALSE,FALSE,2290.670555,93,1
Fri,Morning,Fall,27016,84784,1,Item2,Expedited,TRUE,TRUE,FALSE,1803.553853,85,1
Thu,Evening,Fall,3590,29926,12,Item4,Overnight,TRUE,TRUE,FALSE,996.1855648,94,1
Mon,Afternoon,Winter,5061,61257,24,Item4,Overnight,FALSE,FALSE,FALSE,906.9930282,43,0
Mon,Afternoon,Winter,41562,75571,34,Item4,Overnight,FALSE,FALSE,TRUE,749.9899571,51,0
Wed,Afternoon,Summer,56140,25670,8,Item1,Expedited,FALSE,FALSE,FALSE,854.3539588,38,1
Wed,Morning,Fall,97370,23606,18,Item1,Standard,TRUE,FALSE,FALSE,2472.751284,85,0
Sun,Afternoon,Spring,50208,4419,48,Item1,Expedited,FALSE,TRUE,TRUE,1221.288499,79,1
Sat,Afternoon,Spring,24325,45819,5,Item1,Expedited,TRUE,FALSE,TRUE,328.7669023,85,1
Sun,Night,Spring,54636,92301,26,Item3,Overnight,FALSE,TRUE,FALSE,1537.14268,34,1
Sat,Evening,Winter,6710,3818,30,Item3,Overnight,FALSE,TRUE,TRUE,189.196731,54,1
Wed,Morning,Summer,8109,97907,13,Item3,Standard,TRUE,FALSE,FALSE,2161.816515,88,0
Tue,Night,Winter,32578,83347,19,Item2,Expedited,TRUE,TRUE,FALSE,1727.143376,46,0
Thu,Morning,Fall,45030,34201,29,Item1,Standard,TRUE,FALSE,TRUE,828.9672751,26,0
